CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,average_monthly_charges,customer_lifetime_value
583,40,Male,Two year,63.26,931.81,Yes,Fiber optic,13,Yes,Internet Banking,No,71.6776923076923,822.38
584,34,Male,Two year,70.33,1991.58,Yes,Fiber optic,1,Yes,Cash,No,1991.58,70.33
585,43,Male,One year,83.77,1576.11,Yes,DSL,22,Yes,Debit card,Yes,71.64136363636364,1842.9399999999998
586,25,Female,Two year,49.61,2908.15,No,DSL,24,No,Cash,No,121.17291666666667,1190.6399999999999
587,46,Female,Two year,91.04,1960.59,No,No,64,Yes,Cash,No,30.63421875,5826.56
588,43,Male,One year,36.93,2031.07,No,No,41,Yes,UPI,No,49.53829268292683,1514.1299999999999
589,27,Male,One year,103.2,4972.17,Yes,DSL,22,Yes,UPI,Yes,226.00772727272727,2270.4
590,43,Female,One year,77.18,2617.75,Yes,No,61,Yes,Cash,No,42.91393442622951,4707.9800000000005
591,51,Male,Two year,78.39,5449.59,No,DSL,12,No,Internet Banking,No,454.1325,940.6800000000001
592,68,Male,One year,40.98,7588.33,Yes,Fiber optic,4,Yes,UPI,No,1897.0825,163.92
593,58,Male,Month-to-month,27.41,5143.98,Yes,DSL,12,Yes,Debit card,Yes,428.66499999999996,328.92
594,24,Female,Month-to-month,66.47,6038.09,No,DSL,33,Yes,Debit card,No,182.97242424242424,2193.5099999999998
595,21,Female,Month-to-month,81.56,6037.49,No,No,21,No,Cash,No,287.4995238095238,1712.76
596,67,Female,Two year,29.5,2712.55,Yes,DSL,52,No,Cash,No,52.16442307692308,1534.0
597,62,Female,Month-to-month,115.05,218.17,No,Fiber optic,47,Yes,Internet Banking,No,4.641914893617021,5407.349999999999
598,28,Female,Two year,118.04,534.88,Yes,Fiber optic,59,No,Cash,No,9.065762711864407,6964.360000000001
599,46,Female,Two year,74.55,2328.28,No,No,47,Yes,Credit card,No,49.53787234042554,3503.85
600,53,Male,Month-to-month,115.01,5547.39,No,No,56,No,Credit card,No,99.06053571428572,6440.56
601,42,Female,One year,37.94,7262.8,Yes,DSL,13,Yes,Cash,No,558.6769230769231,493.21999999999997
602,38,Female,Two year,22.54,7674.51,Yes,No,44,Yes,Credit card,Yes,174.42068181818183,991.76
603,53,Male,Month-to-month,23.94,304.2,No,Fiber optic,35,No,Debit card,No,8.69142857142857,837.9000000000001
604,27,Female,Two year,78.75,7921.69,Yes,No,29,Yes,Cash,No,273.161724137931,2283.75
605,54,Female,One year,26.16,2647.73,Yes,No,56,Yes,Debit card,No,47.28089285714286,1464.96
606,26,Male,One year,115.85,6759.35,Yes,Fiber optic,5,No,Debit card,No,1351.8700000000001,579.25
607,41,Male,Month-to-month,34.19,1524.33,No,DSL,67,Yes,Credit card,No,22.751194029850744,2290.73
608,52,Male,Two year,50.47,596.9,Yes,DSL,53,Yes,Internet Banking,No,11.262264150943397,2674.91
609,66,Female,Two year,102.25,3089.01,Yes,No,60,Yes,Debit card,Yes,51.48350000000001,6135.0
610,52,Male,Two year,41.87,6885.51,No,Fiber optic,6,No,Credit card,No,1147.585,251.21999999999997
611,65,Female,Two year,44.3,1844.52,No,Fiber optic,48,No,Internet Banking,Yes,38.4275,2126.3999999999996
612,53,Female,Month-to-month,84.23,1316.26,No,Fiber optic,35,Yes,Credit card,No,37.60742857142857,2948.05
613,35,Female,One year,47.61,7287.45,No,DSL,18,No,Credit card,No,404.85833333333335,856.98
614,66,Female,Month-to-month,41.74,7512.86,Yes,Fiber optic,11,Yes,Cash,No,682.9872727272727,459.14000000000004
615,56,Male,Two year,45.42,199.13,Yes,Fiber optic,51,No,UPI,Yes,3.9045098039215684,2316.42
616,49,Male,Two year,69.06,5846.74,No,DSL,23,No,Internet Banking,No,254.20608695652172,1588.38
617,41,Female,One year,116.61,2542.74,No,Fiber optic,47,No,Credit card,No,54.10085106382978,5480.67
618,40,Male,Two year,103.22,3060.16,Yes,DSL,59,Yes,Debit card,No,51.867118644067794,6089.98
619,49,Female,Month-to-month,48.46,3805.91,Yes,No,57,No,Debit card,No,66.77035087719298,2762.2200000000003
620,54,Female,Month-to-month,56.34,3471.65,No,No,56,Yes,UPI,No,61.99375,3155.04
621,29,Female,One year,66.45,4168.29,Yes,No,27,Yes,Internet Banking,No,154.3811111111111,1794.15
622,66,Male,Month-to-month,117.89,4700.66,Yes,No,35,No,Cash,No,134.30457142857142,4126.15
623,30,Female,Month-to-month,37.24,3778.2,No,No,55,Yes,Internet Banking,No,68.69454545454545,2048.2000000000003
624,40,Female,Month-to-month,55.75,5642.35,No,DSL,9,No,Debit card,No,626.9277777777778,501.75
625,42,Male,Month-to-month,92.94,5776.95,No,DSL,18,Yes,Debit card,Yes,320.94166666666666,1672.92
626,52,Male,Two year,116.39,3578.84,No,DSL,44,Yes,Cash,Yes,81.33727272727273,5121.16
627,58,Male,Month-to-month,35.57,1225.46,Yes,Fiber optic,21,Yes,Cash,No,58.3552380952381,746.97
628,47,Male,One year,42.74,5161.05,No,No,56,No,Debit card,No,92.16160714285715,2393.44
629,34,Female,One year,42.57,6206.36,Yes,Fiber optic,48,Yes,Credit card,No,129.29916666666665,2043.3600000000001
630,66,Male,Month-to-month,22.09,5141.07,Yes,Fiber optic,1,No,Credit card,No,5141.07,22.09
631,37,Female,One year,80.41,4745.63,Yes,Fiber optic,27,Yes,Cash,No,175.76407407407407,2171.0699999999997
632,65,Male,Month-to-month,87.07,1912.35,No,No,45,Yes,Credit card,No,42.49666666666666,3918.1499999999996
633,42,Male,One year,80.25,5196.58,Yes,Fiber optic,63,Yes,Cash,No,82.48539682539682,5055.75
634,39,Male,One year,27.13,2745.36,No,No,58,Yes,Internet Banking,No,47.33379310344828,1573.54
635,30,Male,Month-to-month,26.92,7364.52,No,No,40,No,Internet Banking,Yes,184.113,1076.8000000000002
636,36,Male,Month-to-month,41.04,5264.39,No,No,63,Yes,Internet Banking,Yes,83.56174603174604,2585.52
637,66,Male,Two year,49.03,2297.62,Yes,Fiber optic,38,Yes,Cash,Yes,60.46368421052631,1863.14
638,53,Female,Month-to-month,98.65,3836.12,No,No,29,Yes,Cash,No,132.28,2860.8500000000004
639,29,Male,Month-to-month,35.94,6787.99,No,No,40,Yes,Credit card,No,169.69975,1437.6
640,58,Male,Two year,24.41,2750.17,Yes,DSL,19,No,Credit card,No,144.74578947368423,463.79
641,36,Male,Month-to-month,59.4,4250.98,No,Fiber optic,56,Yes,Credit card,No,75.91035714285714,3326.4
642,29,Male,Month-to-month,61.64,5469.39,Yes,DSL,44,No,UPI,No,124.30431818181819,2712.16
643,26,Female,Two year,65.09,6060.78,Yes,DSL,65,Yes,Cash,No,93.24276923076923,4230.85
644,24,Male,Month-to-month,102.69,1473.75,No,Fiber optic,13,No,Internet Banking,No,113.36538461538461,1334.97
645,45,Male,Month-to-month,29.8,4564.7,No,DSL,30,No,Internet Banking,Yes,152.15666666666667,894.0
646,31,Male,Two year,90.39,7306.38,No,No,49,Yes,UPI,No,149.10979591836735,4429.11
647,48,Male,Two year,53.79,7750.04,No,DSL,63,No,UPI,Yes,123.01650793650794,3388.77
648,69,Female,One year,51.0,5283.55,Yes,DSL,71,Yes,Internet Banking,No,74.41619718309859,3621.0
649,36,Male,Month-to-month,113.25,7870.92,No,No,35,Yes,Cash,No,224.88342857142857,3963.75
650,64,Female,One year,44.85,4608.81,No,DSL,11,No,Internet Banking,Yes,418.9827272727273,493.35
651,33,Male,One year,84.25,3596.58,Yes,No,49,Yes,Internet Banking,Yes,73.39959183673469,4128.25
652,22,Female,Two year,47.51,4457.54,No,Fiber optic,40,Yes,UPI,No,111.4385,1900.3999999999999
653,52,Female,Month-to-month,70.71,1014.13,No,DSL,21,No,UPI,No,48.29190476190476,1484.9099999999999
654,29,Male,Month-to-month,98.63,,No,Fiber optic,47,Yes,Credit card,No,69.65021276595745,4635.61
655,42,Male,Two year,108.17,3721.4,No,DSL,3,Yes,UPI,No,1240.4666666666667,324.51
656,69,Female,One year,103.87,6804.16,No,No,30,No,Internet Banking,No,226.80533333333332,3116.1000000000004
657,38,Female,Two year,78.22,6093.32,Yes,DSL,67,No,Credit card,No,90.94507462686566,5240.74
658,53,Male,Month-to-month,44.88,4851.27,No,Fiber optic,62,Yes,Internet Banking,No,78.24629032258065,2782.56
659,40,Female,Two year,86.12,2843.49,Yes,No,37,Yes,Cash,No,76.85108108108108,3186.44
660,33,Female,Month-to-month,90.99,1577.57,Yes,No,22,No,Cash,No,71.70772727272727,2001.78
661,56,Female,One year,21.07,2847.34,Yes,Fiber optic,31,Yes,UPI,No,91.84967741935485,653.17
662,62,Male,Month-to-month,63.92,5470.45,Yes,Fiber optic,46,No,Credit card,No,118.92282608695652,2940.32
663,59,Female,One year,104.33,2178.0,No,DSL,45,Yes,Debit card,No,48.4,4694.85
664,56,Female,One year,68.96,3472.4,No,DSL,14,No,Cash,No,248.02857142857144,965.4399999999999
665,31,Female,Month-to-month,51.14,3155.48,Yes,No,12,Yes,Cash,No,262.95666666666665,613.6800000000001
666,48,Male,Month-to-month,107.18,6148.16,No,Fiber optic,63,Yes,Cash,No,97.58984126984127,6752.34
667,22,Male,One year,35.59,7081.92,No,Fiber optic,38,No,Cash,No,186.36631578947367,1352.42
668,52,Female,Two year,40.64,5625.03,Yes,DSL,47,Yes,UPI,Yes,119.68148936170212,1910.08
669,40,Male,Month-to-month,88.74,2798.66,No,DSL,54,No,Credit card,Yes,51.82703703703704,4791.96
670,46,Female,One year,55.24,3522.1,Yes,No,55,No,Cash,No,64.03818181818181,3038.2000000000003
671,60,Male,One year,91.3,1232.47,Yes,Fiber optic,48,No,UPI,Yes,25.676458333333333,4382.4
672,28,Male,Two year,35.77,1427.97,No,Fiber optic,15,Yes,Credit card,No,95.19800000000001,536.5500000000001
673,35,Female,Month-to-month,45.23,1397.91,No,Fiber optic,71,Yes,Credit card,Yes,19.68887323943662,3211.33
674,64,Male,One year,35.66,1131.63,No,Fiber optic,16,No,Debit card,No,70.726875,570.56
675,29,Male,Two year,115.29,1518.69,Yes,DSL,43,No,Internet Banking,No,35.31837209302326,4957.47
676,26,Male,One year,60.54,1701.24,Yes,DSL,7,No,Cash,No,243.03428571428572,423.78
677,27,Female,Month-to-month,53.72,,No,DSL,43,Yes,UPI,No,22.873953488372095,2309.96
678,61,Male,Two year,21.42,5158.06,Yes,No,28,No,Credit card,Yes,184.2164285714286,599.76
679,34,Male,One year,35.34,7924.17,No,Fiber optic,66,No,Debit card,No,120.06318181818182,2332.44
680,55,Female,Two year,62.11,7045.58,No,DSL,60,Yes,Internet Banking,No,117.42633333333333,3726.6
681,24,Male,Month-to-month,26.85,460.26,No,Fiber optic,3,No,Credit card,No,153.42,80.55000000000001
682,63,Male,Two year,71.07,3442.16,No,DSL,1,Yes,Credit card,No,3442.16,71.07
683,30,Male,Month-to-month,65.5,6888.55,Yes,No,31,No,Cash,Yes,222.21129032258065,2030.5
684,57,Male,One year,96.72,1163.93,No,DSL,56,No,Internet Banking,No,20.784464285714286,5416.32
685,59,Male,Month-to-month,85.98,6796.4,Yes,No,46,No,Internet Banking,Yes,147.7478260869565,3955.0800000000004
686,26,Female,One year,64.59,4782.34,Yes,Fiber optic,32,Yes,UPI,No,149.448125,2066.88
687,67,Female,One year,42.47,7457.26,Yes,DSL,18,Yes,Debit card,No,414.2922222222222,764.46
688,44,Male,Month-to-month,92.69,7020.71,Yes,DSL,68,Yes,UPI,No,103.24573529411765,6302.92
689,19,Male,One year,90.79,5448.57,Yes,DSL,35,No,Debit card,No,155.67342857142856,3177.65
690,22,Male,Two year,35.33,5296.8,Yes,Fiber optic,23,No,UPI,Yes,230.29565217391306,812.5899999999999
691,46,Female,One year,111.48,1784.0,No,No,13,No,Debit card,No,137.23076923076923,1449.24
692,54,Female,Month-to-month,26.44,1022.35,Yes,No,14,No,Cash,Yes,73.025,370.16
693,55,Male,Two year,25.5,3381.61,No,DSL,37,Yes,Debit card,No,91.39486486486487,943.5
694,36,Male,Two year,38.74,1573.98,Yes,Fiber optic,5,No,UPI,No,314.796,193.70000000000002
695,25,Female,One year,110.95,909.09,No,No,22,No,Internet Banking,Yes,41.322272727272725,2440.9
696,65,Male,One year,72.0,2488.38,No,No,28,Yes,Credit card,No,88.87071428571429,2016.0
697,62,Female,Month-to-month,98.79,6897.87,Yes,No,4,No,Debit card,No,1724.4675,395.16
698,18,Female,Two year,42.78,235.47,No,No,50,Yes,Debit card,No,4.7094,2139.0
699,39,Male,Month-to-month,69.02,2411.84,No,No,29,No,Internet Banking,No,83.16689655172414,2001.58
700,69,Female,One year,55.83,3450.01,Yes,DSL,37,Yes,Cash,No,93.24351351351352,2065.71
701,34,Male,Two year,102.78,4133.5,Yes,DSL,35,No,UPI,No,118.1,3597.3
702,24,Male,Month-to-month,22.26,1534.46,Yes,DSL,20,Yes,Cash,No,76.723,445.20000000000005
703,42,Male,Month-to-month,44.38,7717.34,Yes,No,35,Yes,Debit card,No,220.49542857142856,1553.3000000000002
704,62,Male,Month-to-month,35.26,4673.1,Yes,No,2,No,Debit card,Yes,2336.55,70.52
705,21,Male,Month-to-month,105.92,4224.67,Yes,No,58,No,Cash,No,72.83913793103449,6143.36
706,53,Male,Month-to-month,66.75,169.7,Yes,DSL,18,Yes,UPI,Yes,9.427777777777777,1201.5
707,23,Female,Two year,60.42,3937.15,Yes,No,56,Yes,Debit card,Yes,70.30625,3383.52
708,48,Female,Month-to-month,64.95,6717.6,No,DSL,64,No,Debit card,Yes,104.9625,4156.8
709,36,Female,Two year,117.19,1835.19,Yes,No,52,Yes,Cash,No,35.292115384615386,6093.88
710,61,Female,Month-to-month,105.03,2874.54,No,DSL,22,No,Credit card,Yes,130.6609090909091,2310.66
711,56,Male,One year,90.64,262.51,Yes,Fiber optic,60,No,Internet Banking,No,4.375166666666667,5438.4
712,44,Female,One year,49.05,7817.73,Yes,No,10,No,Debit card,No,781.7729999999999,490.5
713,27,Female,Month-to-month,36.52,626.55,Yes,No,6,No,UPI,No,104.425,219.12
714,43,Female,One year,112.14,7195.95,Yes,DSL,6,No,Credit card,No,1199.325,672.84
715,36,Male,Two year,62.31,2572.6,No,No,28,No,Cash,No,91.87857142857142,1744.68
716,56,Female,Month-to-month,47.88,4741.7,No,DSL,42,Yes,Cash,No,112.89761904761905,2010.96
717,20,Male,Two year,67.09,5466.59,Yes,DSL,41,No,UPI,No,133.33146341463416,2750.69
718,62,Female,Month-to-month,111.78,1212.55,No,Fiber optic,63,Yes,Credit card,No,19.246825396825397,7042.14
719,30,Male,One year,58.71,3605.7,Yes,Fiber optic,22,No,UPI,Yes,163.89545454545453,1291.6200000000001
720,67,Male,Two year,76.26,2671.18,No,No,29,No,Debit card,No,92.10965517241378,2211.54
721,45,Female,One year,100.3,547.16,Yes,No,71,No,Credit card,No,7.706478873239436,7121.3
722,37,Male,One year,62.71,6682.23,No,DSL,34,Yes,Internet Banking,No,196.53617647058823,2132.14
723,45,Male,Month-to-month,43.35,456.83,No,DSL,2,No,Internet Banking,No,228.415,86.7
724,25,Female,Two year,119.45,5260.74,No,DSL,26,No,UPI,No,202.33615384615385,3105.7000000000003
725,58,Female,One year,115.66,2581.21,Yes,DSL,19,No,Internet Banking,No,135.85315789473685,2197.54
726,56,Female,Month-to-month,104.35,1617.82,No,No,20,No,UPI,No,80.89099999999999,2087.0
727,18,Male,Month-to-month,88.84,5369.98,Yes,Fiber optic,33,Yes,Debit card,No,162.72666666666666,2931.7200000000003
728,20,Male,Month-to-month,49.49,4638.85,No,No,4,Yes,Debit card,Yes,1159.7125,197.96
729,30,Male,One year,111.34,2590.52,Yes,No,32,No,UPI,Yes,80.95375,3562.88
730,45,Female,Month-to-month,47.56,4152.39,Yes,No,19,No,Debit card,Yes,218.54684210526318,903.6400000000001
731,66,Male,Two year,100.08,2045.27,Yes,Fiber optic,3,Yes,Internet Banking,No,681.7566666666667,300.24
732,42,Male,Two year,111.83,6923.2,No,No,61,No,Debit card,No,113.49508196721311,6821.63
733,50,Male,One year,80.3,2579.17,No,Fiber optic,38,Yes,Internet Banking,No,67.87289473684211,3051.4
734,55,Male,Two year,100.31,2036.71,Yes,DSL,6,Yes,Internet Banking,No,339.45166666666665,601.86
735,23,Male,Month-to-month,99.17,6039.49,Yes,No,56,Yes,Cash,No,107.84803571428571,5553.52
736,61,Male,One year,39.32,238.98,Yes,DSL,40,Yes,Debit card,No,5.9745,1572.8
737,62,Male,Month-to-month,86.79,2217.29,No,DSL,69,Yes,Debit card,No,32.13463768115942,5988.51
738,49,Female,One year,29.35,3065.62,No,DSL,42,Yes,UPI,No,72.99095238095238,1232.7
739,62,Female,One year,70.79,7069.68,No,No,2,Yes,UPI,No,3534.84,141.58
740,64,Female,Month-to-month,36.22,7608.49,No,DSL,28,No,Credit card,No,271.7317857142857,1014.16
741,38,Male,Two year,61.63,5760.18,No,No,17,Yes,Internet Banking,No,338.83411764705886,1047.71
742,33,Male,Two year,103.3,3991.0,Yes,DSL,70,No,Cash,No,57.01428571428571,7231.0
743,38,Female,One year,118.72,5160.91,Yes,No,69,No,Internet Banking,No,74.79579710144927,8191.68
744,28,Male,Month-to-month,51.8,3370.61,Yes,No,39,No,Debit card,No,86.42589743589744,2020.1999999999998
745,54,Female,Month-to-month,73.2,2460.72,Yes,No,7,Yes,Credit card,No,351.53142857142853,512.4
746,53,Male,One year,71.13,7610.44,No,DSL,32,Yes,Internet Banking,No,237.82625,2276.16
747,52,Male,Two year,115.44,1011.58,No,No,4,Yes,Credit card,No,252.895,461.76
748,36,Female,Month-to-month,67.86,2836.51,Yes,DSL,21,No,Internet Banking,No,135.07190476190476,1425.06
749,37,Female,Two year,89.91,7202.8,No,Fiber optic,32,No,Debit card,No,225.0875,2877.12
750,35,Female,Two year,112.18,5812.82,Yes,DSL,14,No,Debit card,No,415.20142857142855,1570.52
751,64,Female,One year,57.34,329.9,No,DSL,70,No,Internet Banking,No,4.712857142857143,4013.8
752,58,Female,One year,110.21,282.49,No,No,46,Yes,Cash,Yes,6.14108695652174,5069.66
753,66,Male,Two year,111.75,4180.45,Yes,DSL,20,No,Debit card,No,209.02249999999998,2235.0
754,31,Male,Month-to-month,113.07,3925.6,Yes,Fiber optic,58,Yes,UPI,No,67.68275862068965,6558.0599999999995
755,32,Male,Month-to-month,47.04,3599.63,Yes,No,48,No,Cash,No,74.99229166666667,2257.92
756,48,Female,One year,60.04,2488.52,No,DSL,7,Yes,Internet Banking,Yes,355.5028571428571,420.28
757,18,Female,Two year,107.04,7894.45,No,DSL,40,No,Cash,No,197.36124999999998,4281.6
758,20,Female,Month-to-month,55.92,2248.7,No,No,59,Yes,UPI,No,38.11355932203389,3299.28
759,33,Female,Month-to-month,80.03,3971.32,Yes,No,36,No,Debit card,No,110.31444444444445,2881.08
760,40,Female,One year,31.81,3298.66,Yes,DSL,44,Yes,Debit card,No,74.96954545454545,1399.6399999999999
761,28,Female,Two year,25.63,1444.97,Yes,DSL,31,Yes,Debit card,No,46.611935483870965,794.53
762,29,Male,Month-to-month,61.2,1700.69,No,No,42,Yes,UPI,No,40.49261904761905,2570.4
763,27,Male,One year,77.89,7354.59,No,No,44,No,Cash,No,167.14977272727273,3427.16
764,49,Male,Month-to-month,59.27,6880.41,Yes,Fiber optic,43,Yes,Internet Banking,No,160.00953488372093,2548.61
765,33,Male,Month-to-month,77.77,1672.45,Yes,Fiber optic,43,Yes,Internet Banking,No,38.89418604651163,3344.1099999999997
766,25,Male,Month-to-month,71.51,7017.73,Yes,Fiber optic,47,Yes,Cash,No,149.31340425531914,3360.9700000000003
767,55,Female,One year,88.57,1752.57,No,No,6,Yes,Debit card,No,292.09499999999997,531.42
768,29,Female,Two year,84.95,5049.72,No,No,66,Yes,Internet Banking,Yes,76.5109090909091,5606.7
769,41,Female,One year,62.42,742.12,Yes,No,9,No,Debit card,No,82.45777777777778,561.78
770,45,Female,Two year,62.5,7054.92,Yes,DSL,11,Yes,Credit card,Yes,641.3563636363637,687.5
771,25,Female,Month-to-month,34.08,506.85,Yes,No,18,No,Credit card,No,28.158333333333335,613.4399999999999
772,45,Female,Two year,71.32,4484.05,No,DSL,25,Yes,Internet Banking,Yes,179.362,1782.9999999999998
773,53,Male,Month-to-month,78.72,6259.72,No,No,58,No,Cash,No,107.92620689655173,4565.76
774,43,Female,Month-to-month,67.65,1022.99,No,No,30,No,Cash,No,34.099666666666664,2029.5000000000002
775,25,Female,One year,52.57,3295.39,Yes,DSL,1,No,Cash,No,3295.39,52.57
776,67,Female,Month-to-month,92.16,431.41,Yes,No,63,No,Debit card,No,6.847777777777778,5806.08
777,45,Female,One year,27.47,5493.75,Yes,No,29,No,Credit card,No,189.43965517241378,796.63
778,45,Male,Two year,111.44,2528.85,Yes,No,66,No,Debit card,No,38.31590909090909,7355.04
779,54,Male,Two year,22.06,4519.22,Yes,Fiber optic,53,Yes,UPI,No,85.26830188679246,1169.1799999999998
780,58,Female,Month-to-month,116.24,7468.58,Yes,No,19,Yes,UPI,No,393.0831578947368,2208.56
781,53,Male,One year,66.24,2516.28,Yes,DSL,66,Yes,Internet Banking,No,38.125454545454545,4371.839999999999
782,44,Male,Month-to-month,61.27,484.16,Yes,DSL,52,Yes,UPI,No,9.310769230769232,3186.04
783,34,Female,One year,45.64,5437.46,Yes,DSL,31,No,Cash,No,175.40193548387097,1414.84
784,26,Female,One year,21.01,6316.04,Yes,No,60,No,Internet Banking,No,105.26733333333333,1260.6000000000001
785,50,Female,One year,47.48,7667.16,Yes,DSL,68,No,Credit card,No,112.75235294117647,3228.64
786,37,Female,Two year,30.94,1346.63,No,Fiber optic,30,Yes,Credit card,Yes,44.88766666666667,928.2
787,30,Female,One year,85.98,3197.91,Yes,DSL,13,Yes,UPI,No,245.9930769230769,1117.74
788,45,Male,Two year,51.91,6768.71,Yes,No,15,No,UPI,Yes,451.24733333333336,778.65
789,65,Female,One year,96.72,6474.28,No,Fiber optic,20,Yes,Credit card,No,323.714,1934.4
790,46,Female,Two year,40.69,5035.89,Yes,DSL,34,No,UPI,No,148.1144117647059,1383.46
791,30,Female,Two year,110.02,2228.01,No,Fiber optic,20,No,UPI,No,111.40050000000001,2200.4
792,63,Male,Two year,72.3,2343.88,No,DSL,50,Yes,Debit card,No,46.8776,3615.0
793,52,Female,Month-to-month,31.45,1079.62,Yes,No,27,No,Credit card,Yes,39.98592592592592,849.15
794,23,Female,One year,60.08,7382.64,Yes,Fiber optic,30,Yes,Credit card,Yes,246.08800000000002,1802.3999999999999
795,35,Female,Month-to-month,40.68,1466.16,No,DSL,56,Yes,UPI,No,26.181428571428572,2278.08
796,68,Male,One year,39.97,4625.8,Yes,DSL,65,Yes,Cash,No,71.16615384615385,2598.0499999999997
797,22,Female,One year,70.64,4716.38,Yes,Fiber optic,55,Yes,Debit card,No,85.75236363636364,3885.2
798,64,Female,Month-to-month,87.19,3019.88,Yes,Fiber optic,24,No,Cash,Yes,125.82833333333333,2092.56
799,42,Female,Two year,111.16,2884.9,No,Fiber optic,25,No,UPI,Yes,115.396,2779.0
800,19,Male,One year,70.22,5381.85,No,Fiber optic,53,No,Credit card,No,101.54433962264152,3721.66
801,27,Female,Two year,116.58,3167.55,Yes,DSL,11,No,Cash,No,287.95909090909095,1282.3799999999999
802,47,Female,Month-to-month,114.16,2115.41,Yes,DSL,60,Yes,Internet Banking,No,35.25683333333333,6849.599999999999
803,67,Female,Two year,106.51,3253.14,No,DSL,47,Yes,Cash,No,69.21574468085106,5005.97
804,62,Male,One year,70.0,6480.53,No,No,25,No,Credit card,No,259.2212,1750.0
805,22,Female,One year,34.09,7735.18,Yes,Fiber optic,25,Yes,UPI,Yes,309.4072,852.2500000000001
806,50,Female,One year,41.79,5124.01,Yes,DSL,17,Yes,Cash,Yes,301.4123529411765,710.43
807,18,Female,Month-to-month,84.77,6278.6,Yes,Fiber optic,12,No,UPI,Yes,523.2166666666667,1017.24
808,35,Male,One year,62.18,4309.32,No,Fiber optic,52,No,Debit card,No,82.87153846153845,3233.36
809,49,Male,Month-to-month,34.68,5036.1,No,DSL,11,Yes,Internet Banking,No,457.82727272727277,381.48
810,64,Female,Two year,67.9,7905.88,Yes,Fiber optic,10,No,Credit card,Yes,790.588,679.0
811,66,Male,One year,21.74,3563.51,No,Fiber optic,60,Yes,Credit card,Yes,59.39183333333334,1304.3999999999999
812,28,Male,One year,93.39,623.41,Yes,Fiber optic,54,Yes,UPI,No,11.544629629629629,5043.06
813,38,Male,One year,27.36,7660.35,Yes,Fiber optic,63,No,Internet Banking,No,121.59285714285714,1723.68
814,43,Female,Two year,82.91,6365.19,Yes,Fiber optic,20,No,Credit card,No,318.2595,1658.1999999999998
815,42,Female,One year,99.3,3246.65,Yes,DSL,5,No,Cash,No,649.33,496.5
816,39,Male,Month-to-month,33.26,7860.92,Yes,DSL,41,Yes,Credit card,No,191.72975609756097,1363.6599999999999
817,44,Male,Two year,71.86,2829.73,No,Fiber optic,63,No,Cash,No,44.91634920634921,4527.18
818,66,Male,Two year,97.91,3039.75,No,Fiber optic,56,No,Credit card,No,54.28125,5482.96
819,30,Female,Two year,46.06,4916.88,Yes,Fiber optic,32,No,Cash,No,153.6525,1473.92
820,50,Female,Two year,36.29,2267.34,No,No,27,No,Debit card,No,83.97555555555556,979.8299999999999
821,51,Male,Two year,53.68,5618.71,Yes,Fiber optic,68,Yes,UPI,No,82.62808823529411,3650.24
822,58,Male,Month-to-month,75.47,1307.52,No,No,48,No,Debit card,No,27.24,3622.56
823,52,Male,Two year,116.295,953.4,No,No,7,Yes,Cash,No,136.2,542.71
824,18,Male,One year,33.09,4325.54,No,No,46,No,UPI,No,94.03347826086956,1522.14
825,38,Female,Two year,65.76,4488.4,No,DSL,18,No,Internet Banking,Yes,249.35555555555553,1183.68
826,65,Male,Two year,46.83,942.58,Yes,No,38,No,Cash,No,24.804736842105264,1779.54
827,23,Female,Two year,104.2,7716.99,No,Fiber optic,65,Yes,Credit card,No,118.72292307692307,6773.0
828,45,Male,Two year,51.36,4628.96,No,Fiber optic,17,No,Credit card,Yes,272.2917647058824,873.12
829,34,Male,Two year,103.87,1293.18,No,DSL,38,No,Internet Banking,No,34.03105263157895,3947.0600000000004
830,22,Male,Month-to-month,62.86,2560.4,No,DSL,63,No,Debit card,No,40.641269841269846,3960.18
831,48,Male,Month-to-month,92.66,6421.85,No,Fiber optic,42,Yes,Cash,Yes,152.9011904761905,3891.72
832,22,Male,Two year,71.01,4233.53,No,DSL,8,No,Credit card,No,529.19125,568.08
833,55,Female,Month-to-month,82.2,1586.37,No,DSL,30,No,UPI,Yes,52.879,2466.0
834,20,Male,One year,59.54,912.51,No,No,64,Yes,Internet Banking,No,14.25796875,3810.56
835,40,Male,Two year,96.82,3503.12,Yes,No,9,Yes,Debit card,No,389.23555555555555,871.3799999999999
836,54,Male,One year,62.52,2765.58,Yes,DSL,57,Yes,Debit card,No,48.51894736842105,3563.6400000000003
837,54,Female,One year,65.75,5281.75,Yes,Fiber optic,59,Yes,UPI,No,89.52118644067797,3879.25
838,27,Female,Two year,71.77,7409.45,No,No,67,No,UPI,No,110.58880597014925,4808.59
839,27,Female,One year,103.18,2057.07,Yes,Fiber optic,5,No,Internet Banking,No,411.41400000000004,515.9000000000001
840,36,Female,One year,85.94,6856.35,Yes,DSL,4,Yes,UPI,No,1714.0875,343.76
841,34,Male,One year,54.92,7371.65,Yes,Fiber optic,8,Yes,Credit card,Yes,921.45625,439.36
842,38,Male,Two year,87.03,7225.82,No,Fiber optic,42,Yes,Debit card,No,172.04333333333332,3655.26
843,31,Male,Two year,84.24,7621.41,Yes,Fiber optic,35,Yes,UPI,No,217.75457142857144,2948.3999999999996
